"applicability","country","identifier","message","name","otherReasonInfo","reason","region","regulationExemption","restriction","restrictionConditions","type","uSpaceClass","zoneAuthority_contactName","zoneAuthority_email","zoneAuthority_intervalBefore","zoneAuthority_name","zoneAuthority_phone","zoneAuthority_purpose","zoneAuthority_service","zoneAuthority_siteURL"
"YES","FXX","2088","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CHATELLERAULT CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2089","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CHATILLON SUR SEINE CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2090","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CHAUNY CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2091","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CHERBOURG ARSENAL-PREMAR","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2092","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CHIVA (FOIX)CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2093","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CHOLET CENTRE HOSPITALIER","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2094","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 09/27 aérodrome ALBI LE SEQUESTRE LFCI","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2095","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 14/32 aérodrome JONZAC NEULLES LFCJ","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2096","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 14/32 aérodrome CASTRES MAZAMET LFCK","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2097","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 15/33 aérodrome TOULOUSE LASBORDES LFCL","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2098","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CLAMART HOPITAL D'INSTRUCTION DES ARMEES DE PERCY","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2099","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CLERMONT FERRAND ESTAING","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2100","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CLERMONT FERRAND SAINT JACQUES","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2101","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 14/32 aérodrome MILLAU LARZAC LFCM","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2102","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 14/32 aérodrome NOGARO LFCN","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2103","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 14R/32L aérodrome NOGARO LFCN","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2104","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 07L/25R aérodrome OLORON HERRERE LFCO","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2105","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 07R/25L aérodrome OLORON HERRERE LFCO","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2106","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation COLMAR HOPITAL PASTEUR","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2107","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation COLMAR MEYENHEIM","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2108","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CORBEIL-ESSONNES CENTRE HOSPITALIER SUD FRANCILIEN","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2109","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 13/31 aérodrome PONS AVY LFCP","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2110","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 09/27 aérodrome GRAULHET MONTDRAGON LFCQ","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2111","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 09L/27R aérodrome GRAULHET MONTDRAGON LFCQ","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2112","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 13/31 aérodrome RODEZ AVEYRON LFCR","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2113","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CREIL CENTRE HOSPITALIER LAENNEC","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2114","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Hélistation CRETEIL CENTRE HOSPITALIER HENRI MONDOR","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Gestionnaire d’hélistation","","","",""
"YES","FXX","2115","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 03/21 aérodrome BORDEAUX LEOGNAN SAUCATS LFCS","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2116","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 03R/21L aérodrome BORDEAUX LEOGNAN SAUCATS LFCS","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"YES","FXX","2117","Les aéronefs sans équipage à bord ne pénètrent pas sauf accord du service de la circulation aérienne ou de l'exploitant de l'infrastructure destinée à l'atterrissage ou au décollage","Piste 12/30 aérodrome THOUARS LFCT","Proximité aéroport","AIR_TRAFFIC,OTHER",799,"","REQ_AUTHORISATION","","COMMON","","","","","Organisme fournissant le service de contrôle de la circulation aérienne, à défaut, prestataire du service d'information de vol de l'aérodrome, à défaut, exploitant de l'aérodrome","","","",""
"NO","FXX","2118","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR AGEN LA GARENNE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2119","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR AIX]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2120","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR AJACCIO]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2121","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR ALBERT BRAY]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2122","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR ANNECY]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2123","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR AVIGNON]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2124","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR AVORD]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2125","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BALE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2126","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BASTIA]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2127","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BEAUVAIS]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2128","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BERGERAC]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2129","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BEZIERS]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2130","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BIARRITZ]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2131","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BLAGNAC]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2132","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BORDEAUX MERIGNAC]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2133","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BRETAGNE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2134","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BRICY]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2135","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BRIVE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2136","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR BRON]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2137","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR CAEN]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2138","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR CALVI]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2139","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR CANNES]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2140","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR CARCASSONNE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2141","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR CHAMBERY]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2143","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR CHATEAUROUX DEOLS]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2144","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR CLERMONT]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2145","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR COGNAC]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2146","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR DEAUVILLE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2147","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR DINARD]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2148","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR DOLE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2149","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR ETAIN]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2150","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR EVREUX]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2151","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR FIGARI]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2152","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR GARONS]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2153","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR GRENOBLE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2154","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR HYERES]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2155","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR ISTRES]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2156","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LA ROCHELLE ILE DE RE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2157","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LANDIVISIAU]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2158","Les évolutions des aéronefs sans équipage à bord à l'intérieur de cette zone sont interdites, sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LANVEOC]","Zone de contrôle militaire","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"NO","FXX","2159","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LE TOUQUET]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
"YES","FXX","2160","Vols à une hauteur supérieure à 50 mètres interdits sauf avec l'accord préalable de l'organisme fournissant le service du contrôle de la circulation aérienne","[LF][CTR LILLE]","Zone de contrôle civile","AIR_TRAFFIC,OTHER",799,"","PROHIBITED","","COMMON","","","","","Organisme fournissant le service du contrôle de la circulation aérienne","","","",""
